Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
2262;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Vigilancia ambiental de virus de transmision entèrica como herramienta complementaria a la vigilancia clinica: transferencia para su uso en politicas;CONICET/ INFIQC ;Provincia de Córdoba;Desarrollo local;$ 12,700,000; $ 197,992 ;;
2263;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo de estaciones de testeo de electrolizadores de 2- 7,5 Kw ;UNIVERSIDAD TECNOLOGICA NACIONAL ;Provincia de Córdoba;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2264;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Generacion de Combustible Alternativos a partir de residuos sòllidos urbanos de la ciudad de Còrdoba;Fundacion para el Progreso de la Medicina ;Provincia de Córdoba;Desarrollo local;$ 12,800,000; $ 199,551 ;;
2265;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo de un mòdulo integral de diagnostico bioquimico aplicable a patologias oftalmològicas: una propuesta innovadora para la provincia de Còrdoba y zona de influencia;CONICET/ IMITAB ;Provincia de Córdoba;Desarrollo local;$ 8,600,000; $ 134,073 ;;
2266;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Implementacion de nuevas tecnologias de recubrimiento con nanoparticulas de plata para disminuciòn de microorganismos en plantas Lácteas;CONICET ;Provincia de Córdoba;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2267;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo e implementacion de un techo biosolar ;CEPROCOR ;Provincia de Córdoba;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2268;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo de metodologia de evaluacion para retencion y disipacion de antibioticos veterinarios en suelos agricolas;UNIVERSIDAD NACIONAL DE CORDOBA ;Provincia de Córdoba;Desarrollo local;$ 9,130,000; $ 142,336 ;;
2269;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Biofungicidas Microencapsulados;Universidad Nacional del Nordeste – Facultad de Ciencias Exactas y Naturales y Agrimensura;Provincia de Córdoba;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2270;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Centro de Integración Tecnológica y Digital en Entornos Rurales;Universidad Nacional del NordesteFacultad de Ciencias Veterinarias ;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2271;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Aplicación de tecnologías para el agregado de valor a leche de bufalas producidas en Corrientes;Fundación Jean Piaget para el Desarrollo de la Educación y la Cultura del Nordeste-Universidad de la Cuenca del Plata;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2272;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Optimización del uso de un fertilizante orgánico para la producción de tomate cultivado bajo cubierta y su efecto sobre las comunidades microbianas edáficas.;Universidad Nacional del Nordeste – Facultad de Ciencias Exactas y Naturales y Agrimensura;Provincia de Corrientes;Desarrollo local;$ 9,015,000; $ 140,543 ;;
2273;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Sistema bioinformático integral para la gestión de control racional de la garrapata común del bovino;Energía Correntina Sociedad Anónima ;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2274;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Generación solar para sistema de riego existentes para productores agropecuarios asociados a la cooperativa agropecuaria y de provisión de servicios integrales comunitarios “Bella Vista” Limitada;Instituto Nacional de Tecnología Agropecuaria;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2275;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Primera red con abordaje sincrónico, integral y transdisciplinario de esquemas de manejo con competencia multiclonal y monoclonal con clones de eucalipto para usos sólidos y bioenergía en sitios representativos de las cuencas forestales de Corrientes;Universidad Nacional del Nordeste - Facultad de Derecho y Cs. Sociales y Políticas;Provincia de Corrientes;Desarrollo local;$ 10,613,336; $ 165,461 ;;
2276;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;(ReDiC) RECURSOS DIGITALES DE CALIDAD para el aprendizaje efectivo de la Matemática;Universidad Nacional del Nordeste – Facultad de Ciencias Exactas y Naturales y Agrimensura;Provincia de Corrientes;Desarrollo local;$ 10,210,000; $ 159,173 ;;
2277;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Prototipo de un sistema de detección temprana de incendios en entornos rurales ;INTI- CENTRO DE INVESTIGACION ;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2278;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Estudios y tecnologías aplicadas para el desarrollo de energía eléctrica mediante biomasa en Monte Casero;UNIVERSIDAD NACIONAL DEL NORDESTE;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2279;2022;COFECyT;PFI ;CORRIENTES;CORRIENTES;;;;;;;Aprovechamiento de polietileno recuperado: Integración de material plástico en la manufactura de ladrillos como solución ambiental y diversificación productiva en Gobernador Virasoro, Corrientes;INTA Instituto Nacional de Tecnología Agropecuaria;Provincia de Corrientes;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2280;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Aportes tecnológicos a la reducción sustentable de la brecha productiva de maíz en Entre Ríos;Universidad Autónoma de Entre Ríos (UADER) ;Provincia de Entre Ríos;Desarrollo local;$ 14,220,000; $ 221,688 ;;
2281;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Sistema informatizado para el monitoreo semiautomático de desmontes mdiante el uso de geotecnologías sobre grandes volúmenes de datos;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo local;$ 9,793,000; $ 152,672 ;;
2282;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;APROVECHAMIENTO DE LA ESPECIE INVASORA Gleditsia triacanthos (“Acacia Negra”) PARA SU TRANSFORMACION EN HARINAS CON POTENCIAL TECNOLÓGICO Y NUTRIClONAL APORTANDO AL DESARROLLO SOSTENIBLE EN LA REGIÓN DE SALTO GRANDE.;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo local;$ 15,145,000; $ 236,109 ;;
2283;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Implementación de Norma de Calidad ISO/IEC 17025:2017 en laboratorios de análisis de plaguicidas, para el monitoreo del uso eficiente de fungicidas poscosecha en cítricos, buscando garantizar la inocuidad y favorecer la exportación de Entre Ríos.;Universidad Nacional de Entre Ríos - Facultad de Ciencias de la Alimentación ;Provincia de Entre Ríos;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2284;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Obtención de γ-oryzanol como compuesto bioactivo a partir de la revalorización del afrechillo de arroz;CONICET - Centro de Investigación Científica y de Transferencia Tecnológica a la Producción -CICYTTP- (Consejo Nacional de Investigaciones Científicas y Técnicas - Gobierno de la Provincia de Entre Ríos - Universidad Autónoma de Entre Ríos);Provincia de Entre Ríos;Desarrollo local;$ 15,930,000; $ 248,347 ;;
2285;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Implementación de un sistema de repelencia de insectos plaga en cultivos agrícolas;Universidad Nacional de Entre Ríos - Facultad de Ingeniería ;Provincia de Entre Ríos;Desarrollo local;$ 6,557,000; $ 102,223 ;;
2286;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Implementación de un sistema informático para la gestión hospitalaria y el cuidado de la salud de los usuarios del Hospital Escuela de Salud Mental de la ciudad de Paraná;Universidad Nacional de Entre Ríos - Facultad de Ciencias Agropecuarias ;Provincia de Entre Ríos;Desarrollo local;$ 5,318,000; $ 82,907 ;;
2287;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;CALIDAD DE SUELOS AGROPRODUCTIVOS DE ENTRE RIOS: DESARROLLO DE UN SISTEMA INTEGRAL DE EVALUACIÓN;Universidad Autónoma de Entre Ríos (UADER) ;Provincia de Entre Ríos;Desarrollo local;$ 10,702,420; $ 166,850 ;;
2288;2022;COFECyT;PFI ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Protocolo de gestión productiva de calidad en mieles entrerrianas ;Asociación Cooperadora PRODECO ;Provincia de Entre Ríos;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2289;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Producción estandarizada de bioinsumos a partir de residuos postcosecha de banana. Caracterización y aplicación en cultivos frutihortícolas. Transición tecnológica en producciones intensivas.;Instituto Politécnico Formosa ;Provincia de Formosa;Desarrollo local;$ 14,100,000; $ 219,817 ;;
2290;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Desarrollo de tecnología sustentable para la gestión de residuos generados en laboratorio de química del Instituto Politécnico Formosa. Clasificación y Tratamiento.;Instituto Politécnico Formosa ;Provincia de Formosa;Desarrollo local;$ 15,012,000; $ 234,035 ;;
2291;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Sistema automatizado con conectividad multiplataforma 4.0 para monitorear y/o controlar la administración de fluidos a través de goteo intravenoso.;MINISTERIO DE ECONOMIA HACIENDA Y FINANZAS- Unidad Provincial de Sistemas y Tecnologías de información;Provincia de Formosa;Desarrollo local;$ 12,000,000; $ 187,079 ;;
2292;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Formosa inspira, la educación tecnológica basada en competencias. Programación y robótica para el desarrollo de la innovación y la creatividad.;MINISTERIO DE ECONOMIA HACIENDA Y FINANZAS- Subsecretaria de desarrollo economico;Provincia de Formosa;Desarrollo local;$ 21,002,483; $ 327,426 ;;
2293;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Inocuidad alimentaria: innovación poscosecha de subproductos de las vainas de algarroba.;CIT Formosa ;Provincia de Formosa;Desarrollo local;$ 26,470,000; $ 412,664 ;;
2294;2022;COFECyT;PFI ;FORMOSA;FORMOSA;;;;;;;Implememtación de un laboratorio de investigación, presentación de servicios y transferencias en valoración nutricional de forrajes y alimentos para animales.;INSTITUTO DE ASTRONOMIA TEORICA Y EXPERIMENTAL;Provincia de Formosa;Desarrollo local;$ 11,000,000; $ 171,489 ;;
2295;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Centro de observacion astronomica Susques (COAS) ;INTI ;Provincia de Jujuy;Desarrollo local;$ 15,000,000; $ 233,848 ;;
2296;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Fortalecimento de la capacidad de respuesta frente a la creciente demanda de barras de cereal a traves de la adecuacion de la planta productiva de la implementacion de gestion por indicadores y de la trazabilidad de los productos;UNIVERSIDAD NACIONAL DE JUJUY ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2297;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Snack de sabores milenarios, papas andinas: un cultivo ancestral ;Universidad Nacional de Jujuy ;Provincia de Jujuy;Desarrollo local;$ 20,000,000; $ 311,798 ;;
2298;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Laboratorio Biotecnologico de produccion y genetica porcina;Instituto Ecoregiones Andina (INECOA) ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2299;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Ceramica precolombina taller-escuela para el diseño y la innovacion;Universidad Nacional de Jujuy /facultad de Ingenieria ;Provincia de Jujuy;Desarrollo local;$ 5,000,000; $ 77,949 ;;
2300;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Reduccion de Fluor en aguas para mejorar la calidad de vida de los habitantes de las localidades de Barracas, provincia de Jujuy;UNIVERSIDAD NACIONAL DE JUJUY ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2301;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;"Nodo Cientififco Tecnologico: ""crear, incubar, acelerar e impulsar la ciencia"" ";Instituto Ecoregiones Andina (INECOA) ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2302;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;Optimización del tamizaje prenatal temprano de Toxoplasmosis Aguda en mujeres embarazadas e implementación de herramientas geoespaciales para identificar determinantes que contribuyen a su incidencia en contextos vulnerables de Jujuy;INECOA ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2303;2022;COFECyT;PFI ;JUJUY;JUJUY;;;;;;;El polen como diversificación de productos apícolas en el Departamento San Pedro, Jujuy;CONICET ;Provincia de Jujuy;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2304;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Terapia para el cáncer: 4MUR Un compuesto activo contra el hepatocarcinoma.;INTA ;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2305;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Módulo de evaluación y gestión de riego eficiente en los sistemas de producción de la ribera del río Colorado. MEGRES ribera del Colorado.;UNLPam/Facultad de Agronomía/MInisterio de la Producción ;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2306;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Centro regional de integración y procesamiento de variables ambientales y productivas de la Facultad de Agronomía (UNLPam);Universidad Nacional de La Pampa ;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2307;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;SIPIAPP Industria Petrolera Pampeana – Sistema Portable para la Evaluación del Impacto Ambiental Petrolero en la Provincia de La Pampa.;INTA ;Provincia de La Pampa;Desarrollo local;$ 12,000,000; $ 187,079 ;;
2308;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Sistema de producción hortícola intensivo de cercanía para áreas pampeanas con limitantes hídricas;INTA ;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2309;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Sistema tecnológico de prevención e identificación electrónica individual de enfermedades porcinas SisTIEP (Sistema tecnológico de identificación de enfermedades porcinas).;CONICET - UNLPam - INCITAP - INSTITUTO DE CS. DE LA TIERRA Y AMBIENTALES DE LA PAMPA;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2310;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Planta de Elaboración de Bioinsumos: Componentes claves para la sustentabilidad y la horticultura sostenible;Universidad Nacional de La Pampa ;Provincia de La Pampa;Desarrollo local;$ 10,200,000; $ 159,017 ;;
2311;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;RAFS: Rampas antiahogamiento para fauna silvestre a partir de Residuos Sólidos Urbanos (RSU);INTA ;Provincia de La Pampa;Desarrollo local;$ 13,000,000; $ 202,669 ;;
2312;2022;COFECyT;PFI ;LA PAMPA;LA PAMPA;;;;;;;Trazabilidad y reposicionamiento de la ganadería ovina de productores de la provincia de La Pampa para la promoción del consumo de cortes ovinos diferenciados.;Fundación Para El Desarrollo Olivícola ;Provincia de La Pampa;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2313;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Desarrollo De Tecnología Innovadora De Implantación Para Prevención De Patologías En El Olivar;Universidad Tecnológica NacionalFacultad Regional La Rioja ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2314;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Desarrollo De Herramientas Tecnológicas Para La Gestión De Derivaciones De Pacientes Para El Sistema Público De Salud De La Provincia De La Rioja;UNIVERSIDAD NACIONAL DE LA RIOJA ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2315;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Laboratorio De Diseño Y Fabricación Digital Para El Área De Las Ciencias Médicas De La Provincia De La Rioja;Subsecretaria De Comercio Interior Y Defensa Del Consumidor- Ministerio De Trabajo, Empleo E Industria;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2316;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Desarrollo De Sistema De Relevamiento De Precios Ciencia De Datos Para El Consumo Saludable;Centro Regional De Investigaciones Científicas Y Transferencia Tecnológica De La Rioja (CRILAR);Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2317;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Fortalecimiento De Contenidos A Través De La Industria 4.0 En La Posta Turística De Santo Domingo Corredor Del Bermejo;Universidad Tecnológica NacionalFacultad Regional La Rioja ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2318;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Riosat-01: Nano Satelite Cubesat Para Transmisión De Datos En Aplicaciones IoT ;UNIVERSIDAD NACIONAL DE CHILECITO ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2319;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Agricultura De Precisión Para El Uso Eficiente Del Recurso Hídrico: Innovación Hacia Los Productores Olivícolas De La Rioja;INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL - INTI;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2320;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Desarrollo De Capacidades De Servicio e I+D+I De Tecnologías Digitales 4.0 Para La Industria De La Rioja;INTA CHILECITO ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2321;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Generación Y Adaptación Para La Detección Y Tratamiento De Enfermedades En Olivares ;Secretaria De Ganadería ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2322;2022;COFECyT;PFI ;LA RIOJA;LA RIOJA;;;;;;;Centro De Mejoramiento Genético CaprinoCabaña De Reproductores Criollos ;MUNICIPALIDAD DE GRAL ALVEAR ;Provincia de La Rioja;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2323;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;CREACIÓN DE UN BANCO DE GERMOPLASMA IN-VITRO DE ESPECIES FORESTALES NATIVAS DE MENDOZA, DESTINADO A LA PROTECCIÓN DE LA BIODIVERSIDAD LOCAL, LA PROPAGACIÓN Y REFORESTACIÓN.;UNCUYO- Facultad de Ciencias Agrarias- ;Provincia de Mendoza;Desarrollo local;$ 13,320,609; $ 207,667 ;;
2324;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;Eficiencia del uso del agua del cultivar Malbec injertado sobre nueve portainjertos como herramienta de resiliencia frente al Cambio Climático.;CONICET-INAHE ;Provincia de Mendoza;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2325;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;Diseño del hábitat para la transición energética. Desarrollo de soluciones habitacionales integrales basados en la eficiencia energética y el uso de energías renovables (en vinculación con el IPV).;ATM MENDOZA ;Provincia de Mendoza;Desarrollo local;$ 14,347,000; $ 223,668 ;;
2326;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;PLATAFORMA DE AUTOMATIZACIÓN PARA LA OBTENCIÓN DEL CERTIFICADO ELECTRÓNICO ÚNICO DE TRANSFERENCIA DE PROPIEDADES;ASOCIACION DE VIÑETEROS DE MENDOZA;Provincia de Mendoza;Desarrollo local;$ 14,800,000; $ 230,730 ;;
2327;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;LABORES CULTURALES 4.0 PARA UNA VITIVINICOLA SOSTENIBLE;INTA ;Provincia de Mendoza;Desarrollo local;$ 12,960,000; $ 202,045 ;;
2328;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;Desarrollo de colorantes naturales con propiedades antioxidantes y antiinflamatorias para la industria alimenticia;MUNICIPALIDAD DE LA CIUDAD DE MENDOZA - SUBSECRETARIA DE INFORMATICA Y COMUNICACIONES;Provincia de Mendoza;Desarrollo local;$ 10,404,000; $ 162,197 ;;
2329;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;INSPECCIÓN Y GESTIÓN ELECTRÓNICA GEOREFERENCIADA PARA HABILITACIÓN DE COMERCIOS E INDUSTRIAS;INTA ;Provincia de Mendoza;Desarrollo local;$ 14,550,000; $ 226,833 ;;
2330;2022;COFECyT;PFI ;MENDOZA;MENDOZA;;;;;;;Producción de plantas de ajo de sanidad controlada ;INMeT - ANLIS - Malbrán ;Provincia de Mendoza;Desarrollo local;$ 9,508,550; $ 148,237 ;;
2331;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Búsqueda de Agentes Quimioterapeuticos y Adyuvantes para Enfermedades Tropicales en la Argentina con Énfasis en la Provincia de Misiones;"Parque de la Salud de la provincia de Misiones ""Dr. Ramòn Madariaga"" ";Provincia de Misiones;Desarrollo local;$ 5,000,000; $ 77,949 ;;
2332;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Diagnóstico de Aneuploidias mediante QFPCR de Diferentes Tipos de Muestras Obtenidas en Pacientes del NEA;"Parque de la Salud de la provincia de Misiones ""Dr. Ramòn Madariaga"" ";Provincia de Misiones;Desarrollo local;$ 7,000,000; $ 109,129 ;;
2333;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Identificación de Corredores de Hábitat que Minimicen los Conflictos Humanos-Vida Silvestre y Maximicen la Movilidad de Especies por el Paisaje del Bosque Atlántico Interior. Haciendo realidad el Corredor Verde de Misiones;UNIVERSIDAD NACIONAL DE MISIONES ;Provincia de Misiones;Desarrollo local;$ 7,000,000; $ 109,129 ;;
2334;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Desarrollo de una Plataforma de Acceso a los Recursos Genéticos Microbianos de Interés Comercial;UNIVERSIDAD NACIONAL DE MISIONES ;Provincia de Misiones;Desarrollo local;$ 7,000,000; $ 109,129 ;;
2335;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Desarrollo de un Proceso a Escala Piloto para la Obtención de Extractos Ricos en Compuestos Bioactivos a Partir de los Palos de Descarte de la Industria de la Yerba Mate;UNIVERSIDAD NACIONAL DE MISIONES ;Provincia de Misiones;Desarrollo local;$ 8,000,000; $ 124,719 ;;
2336;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Fortalecimiento y Contribución al Cuidado de las Abejas Yatei de la Provincia de Misiones, mediante la Optimización del Bioinsumo Desarrollado a partir de Cepas Fúngicas Aisladas de la Provincia de Misiones, para el Control Biológico de Insectos Plaga.;Biofábrica Misiones ;Provincia de Misiones;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2337;2022;COFECyT;PFI ;MISIONES;MISIONES;;;;;;;Aplicaciones Biotecnológicas para la Producción y Comercialización de un Bioinsumo a Base de Cepas Fúngicas Nativas de Misiones;Instituto Misionero de Biodiversidad ;Provincia de Misiones;Desarrollo local;$ 5,000,000; $ 77,949 ;;
