Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
3582;2021;FONARSEC;PE-PPM;;;;;;;;;"“Vinculación estratégica para la investigación, desarrollo y ejecución de estudios de BD/BE, aplicado a una formulación para tratamiento efectivo de la Tuberculosis""";Productora Farmacéutica Rionegrina S.E. (PROFARSE) - Centro de Excelencia en Productos y Procesos (CEPROCOR);;Salud;$ 19,836,690; $ 524,747 ;;
3583;2021;FONARSEC;PE-PPM;;;;;;;;;"""Envenenamientos por Orugas: en la búsqueda de alternativa terapéutica nacional""";"Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos G. Malbrán"" (ANLIS)";;Salud;$ 20,000,000; $ 529,067 ;;
3584;2021;FONARSEC;PE-PPM;;;;;;;;;"""Formulaciones de Fenilbutirato de Sodio""";Centro de Excelencia en Productos y Procesos (CEPROCOR) - Universidad Nacional de Córdoba (UNC: Dpto. de Cs. Farmacéuticas -Facultad de Cs. Químicas FCQ);;Salud;$ 19,987,918; $ 528,748 ;;
3585;2021;FONARSEC;PE-PPM;;;;;;;;;"""Ejecución de estructura edilicia, adquisición de equipamiento y sistema informático para la implementación de nueva etapa productiva. Ampliación de rubro para el acondicionamiento primario en blister de especialidades medicinales generales sólidas""";Laboratorio del Fin del Mundo SAPEM;;Salud;$ 64,746,900; $ 1,712,773 ;;
3586;2021;FONARSEC;PE-PPM;;;;;;;;;"""Modernización tecnológica de la nueva planta de betalactámicos y adecuación del proceso productivo según normativa ANMAT de una nueva especialidad: Amoxicilina + Ácido Clavulánico""";Laboratorio Industrial Farmacéutico SE (LIF SE);;Salud;$ 65,000,000; $ 1,719,469 ;;
3587;2021;FONARSEC;PE-PPM;;;;;;;;;"""Antirretrovirales Pediátricos: Investigación, desarrollo y Producción de 1º lote de Abacavir 20 mg/ml solución oral y de la combinación de Abacavir 20 mg/ ml y Lamivudina 10 mg/ml solución oral""";"Ministerio de Salud de la Provincia de Buenos Aires: Instituto Biológico ""Dr. Tomás Perón"".";;Salud;$ 20,000,000; $ 529,067 ;;
3588;2021;FONARSEC;PE-PPM;;;;;;;;;"""Investigación y desarrollo de vacunas terapéuticas basadas en ADN y ARN para el tratamiento de la enfermedad de Chagas (CruziTerVax)""";Universidad de Buenos Aires (UBA: FFyB);;Salud;$ 20,000,000; $ 529,067 ;;
3589;2021;FONARSEC;PE-PPM;;;;;;;;;"""Modernización tecnológica y adecuación a la normativas GMP de ANMAT para el escalado productivo de una solución conservadora de órganos""";Universidad Nacional de Córdoba (UNC: Laboratorio de Hemoderivados Presidente Illia);;Salud;$ 64,663,200; $ 1,710,559 ;;
3590;2021;FONARSEC;PE-PPM;;;;;;;;;"""Desarrollo de una nueva molécula de origen sintético como agente antiviral frente al virus de Chikungunya: Ensayos pre clínicos in vitro e in vivo""";Universidad Nacional de General San Martín (UNSAM) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);;Salud;$ 20,000,000; $ 529,067 ;;
3591;2021;FONARSEC;PE-PPM;;;;;;;;;"""Habilitación del primer laboratorio público bajo normas ANMAT en el noroeste argentino mediante el desarrollo de una línea de producción de comprimidos""";Universidad Nacional de Tucumán (UNT Inbiofal);;Salud;$ 64,996,920; $ 1,719,387 ;;
3592;2021;FONARSEC;PE-PPM;;;;;;;;;"""Plataforma de innovación de medicamentos inhalables para fibrosis quística""";Universidad Nacional del Sur (UNS);;Salud;$ 20,000,000; $ 529,067 ;;
3593;2021;FONARSEC;PE-PPM;;;;;;;;;"""Adecuación de los laboratorios de control de calidad, calificación y validación de equipos y áreas de producción de la planta piloto de producción de medicamentos""";Universidad Nacional de Rosario (UNR);;Salud;$ 64,980,000; $ 1,718,940 ;;
3594;2021;FONARSEC;PE-PPM;;;;;;;;;"""Modernización y adecuación normativa Planta CEPROCOR Farmacéutica""";Centro de Excelencia en Productos y Procesos (CEPROCOR);;Salud;$ 64,451,500; $ 1,704,959 ;;
3595;2021;FONARSEC;PE-PPM;;;;;;;;;"""Plataforma pública de desarrollo de procesos farmoquímicos y productos farmacéuticos para la producción de medicamentos estratégicos""";Instituto Nacional de Tecnología Industrial (INTI) - Productora Farmacéutica Rionegrina SE (PROFARSE);;Salud;$ 64,998,014; $ 1,719,416 ;;
3596;2021;FONARSEC;PE-PPM;;;;;;;;;"""Proceso de modernizacion tecnológica del LEM para la implementación de un sistema cerrado para elaboración de soluciones parenterales de gran volumen conforme la normativa ANMAT y BPF""";Laboratorio de Especialidades Medicinales SE (LEM SE);;Salud;$ 65,000,000; $ 1,719,469 ;;
2180;2022;COFECyT;VITEF ;LA PAMPA;LA PAMPA;;;;;;;VITEF-LA PAMPA-2022 ;DIRECCIÓN GENERAL DE DESARROLLO DE ECONOMÍA DEL CONOCIMIENTO;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2181;2022;COFECyT;VITEF ;CÓRDOBA;CÓRDOBA;;;;;;;VITEF-CORDOBA-2022 ;Ministerio de Ciencia y Tecnologia ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2182;2022;COFECyT;VITEF ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;VITEF-ENTRE RÍOS-2022 ;Secretaría de Ciencia y Tecnología ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2183;2022;COFECyT;VITEF ;FORMOSA;FORMOSA;;;;;;;VITEF-FORMOSA-2022 ;Secretaría de Ciencia y Tecnología ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2184;2022;COFECyT;VITEF ;JUJUY;JUJUY;;;;;;;VITEF-JUJUY-2022 ;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2185;2022;COFECyT;VITEF ;CHACO;CHACO;;;;;;;VITEF-CHACO-2022 ;INSTITUTO CHAQUEÑO DE CIENCIA Y TECNOLOGIA ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2186;2022;COFECyT;VITEF ;CORRIENTES;CORRIENTES;;;;;;;VITEF-CORRIENTES-2022 ;MINISTERIO DE CIENCIA Y TECNOLOGIA DE LA PROVINCIA DE CORRIENTES;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2187;2022;COFECyT;VITEF ;CHUBUT;CHUBUT;;;;;;;VITEF-CHUBUT -2022;SECRETARIA DE CIENCIA, TECNOLOGÍA, INNOVACIÓN PRODUCTIVA Y CULTURA DE CHUBUT;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2188;2022;COFECyT;VITEF ;CATAMARCA;CATAMARCA;;;;;;;VITEF-CATAMARCA-2022 ;Ministerio de Ciencia e Innovación Tecnologica ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2189;2022;COFECyT;VITEF ;MISIONES;MISIONES;;;;;;;VITEF-MISIONES-2022 ;Agencia Ejecutiva de Desarrollo e Innovación Tecnológica ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2190;2022;COFECyT;VITEF ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;VITEF-SANTIAGO DEL ESTERO-2022 ;SECRETARIA DE CIENCIA Y TECNOLOGIA DE SANTIAGO DEL ESTERO;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2191;2022;COFECyT;VITEF ;LA RIOJA;LA RIOJA;;;;;;;VITEF-LA RIOJA-2022;Secretaria de Ciencia y Tecnologia del Ministerio de Trabajo, Empleo e Industria de la Provincia de la Rioja;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2192;2022;COFECyT;VITEF ;SAN LUIS;SAN LUIS;;;;;;;VITEF-SAN LUIS-2022 ;Ministerio de Ciencia y Tecnología ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2193;2022;COFECyT;VITEF ;SAN JUAN;SAN JUAN;;;;;;;VITEF-SAN JUAN -2022 ;Secretaria de Estado, Ciencia, Tecnología e Innovación ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2194;2022;COFECyT;VITEF ;NEUQUÉN;NEUQUÉN;;;;;;;VITEF-NEUQUEN -2022 ;COPADE ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2195;2022;COFECyT;VITEF ;SALTA;SALTA;;;;;;;VITEF-SALTA -2022 ;MINISTERIO DE EDUACIÓN, CULTURA, CIENCIA Y TECNOLOGÍA ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2196;2022;COFECyT;VITEF ;SANTA CRUZ;SANTA CRUZ;;;;;;;VITEF-SANTA CRUZ -2022;INSTITUTO PROVINCIAL DE CIENCIA, TECNOLOGIA E INNOVACIÓN DE SANTA CRUZ ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2197;2022;COFECyT;VITEF ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;VITEF-TIERRA DEL FUEGO-2022 ;MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2198;2022;COFECyT;VITEF ;RÍO NEGRO;RÍO NEGRO;;;;;;;VITEF-RIO NEGRO -2022 ;AGENCIA RIO NEGRO INNOVA ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2199;2022;COFECyT;VITEF ;MENDOZA;MENDOZA;;;;;;;VITEF-MENDOZA-2022;DIRECCIÓN DE INNOVACIÓN Y DESARROLLO ECONOMICO- SSIyCMinisterio de Economia y Energia ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2200;2022;COFECyT;VITEF ;TUCUMÁN;TUCUMÁN;;;;;;;VITEF-TUCUMAN-2022;SECRETARIA DE ESTADO DE INNOVACIÓN Y DESARROLLO TECNOLOGICO ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2201;2022;COFECyT;VITEF ;CABA;CABA;;;;;;;VITEF-CABA -2022 ;Director General de Ciencia y Tecnología;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2202;2022;COFECyT;VITEF ;SANTA FE;SANTA FE;;;;;;;VITEF-SANTA FE-2022;MINISTERIO DE PRODUCCIÓN, CIENCIA Y TECNOLOGÍA ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2203;2022;COFECyT;VITEF ;BUENOS AIRES;BUENOS AIRES;;;;;;;VITEF-BUENOS AIRES -2022;Ministerio de Producción, Ciencia e Innovación Tecnológica ;;Vinculación tecnológica;$ 2,700,000; $ 42,093 ;;
2204;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CHACO;CHACO;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CHACO;INSTITUTO CHAQUEÑO DE CIENCIA Y TECNOLOGIA;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2205;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;RÍO NEGRO;RÍO NEGRO;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 RIO NEGRO;AGENCIA RIO NEGRO INNOVA ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2206;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 TIERRA DEL FUEGO;MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2207;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;ENTRE RÍOS;ENTRE RÍOS;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 ENTRE RIOS;Secretaría de Ciencia y Tecnología ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2208;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CHUBUT;CHUBUT;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CHUBUT;SECRETARIA DE CIENCIA, TECNOLOGÍA, INNOVACIÓN PRODUCTIVA Y CULTURA DE CHUBUT;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2209;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SAN JUAN;SAN JUAN;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SAN JUAN;Secretaria de Estado, Ciencia, Tecnología e Innovación ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2210;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;TUCUMÁN;TUCUMÁN;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 TUCUMÁN;Universidad Tecnológica Nacional - Facultad Regional La Plata ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2211;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;NEUQUÉN;NEUQUÉN;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 NEUQUEN;COPADE ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2212;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;FORMOSA;FORMOSA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 FORMOSA;Secretaria de estado de Ciencia y Tecnología de la Provincia de Formosa ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2213;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CÓRDOBA;CÓRDOBA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CORDOBA;Ministerio de Ciencia y Tecnologia ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2214;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;BUENOS AIRES;BUENOS AIRES;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 BUENOS AIRES;MINISTERIO DE PRODUCCIÓN, CIENCIA E INNOVACIÓN TECNOLÓGICA ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2215;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;LA RIOJA;LA RIOJA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 LA RIOJA;Secretaria de Ciencia y Tecnologia del Ministerio de Trabajo, Empleo e Industria de la Provincia de la Rioja;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2216;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SALTA;SALTA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SALTA;Subsecretaría de Ciencia y Tecnología del Ministerio de Educacion, Cultura, Ciencia y Tecnologia de la Provincia de Salta;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2217;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;MENDOZA;MENDOZA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 MENDOZA;Dirección de Innovación y Desarrollo Económico de la Subsecretaria de Industria y Comercio del Ministerio de Economía y Energía de la Provincia de Mendoza;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2218;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;MISIONES;MISIONES;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 MISIONES;Agencia ejecutiva de Desarrollo e Innovacion Tecnologica de la Provincia de Misiones;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2219;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;JUJUY;JUJUY;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 JUJUY;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2220;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SANTA CRUZ;SANTA CRUZ;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SANTA CRUZ;Dirección provincial de Tecnología aplicada a la producción del Ministerio de Produccion, comercio e industria de la Provincia de Santa Cruz;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2221;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SAN LUIS;SAN LUIS;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SAN LUIS;Ministerio de Ciencia y Tecnologia de la Provincia de San Luis ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2222;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CABA;CABA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CABA;DIRECCIÓN GENERAL DE CIENCIA Y TECNOLOGÍA ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2223;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CATAMARCA;CATAMARCA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CATAMARCA;MINISTERIO DE CIENCIA E INNOVACIONTECNOLOGICA;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2224;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CORRIENTES;CORRIENTES;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 CORRIENTES;Ministerio de Ciencia y Tecnología de la Provincia de Corrientes ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2225;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;LA PAMPA;LA PAMPA;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 LA PAMPA;Dirección General de Ciencia, Tecnologia e Innovacion Tecnologica del Ministerio de la Produccion de la Provincia de La Pampa;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2226;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SANTA FE;SANTA FE;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SANTA FE;MINISTERIO DE PRODUCCIÓN, CIENCIA Y TECNOLOGÍA de la Provincia de Santa Fe;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2227;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;FORTALECIMIENTO INSTITUCIONAL 2022 SANTIAGO DEL ESTERO;Secretaria de Ciencia y Tecnologia de la Provincia de Santiago del Estero ;;Fortalecimiento institucional;$ 10,000,000; $ 155,899 ;;
2228;2022;COFECyT;PFI ;BUENOS AIRES;BUENOS AIRES;;;;;;;Desarrollo de materiales para ser utilizados en electrodos para baterías de litio.;Universidad Nacional Arturo Jauretche;Provincia de Buenos Aires;Desarrollo local;$ 27,000,000; $ 420,927 ;;
2229;2022;COFECyT;PFI ;BUENOS AIRES;BUENOS AIRES;;;;;;;Desarrollo de Bomba de inyección de polímeros mejorada para recuperación terciaria de petróleo.;UNIVERSIDAD NACIONAL DE LA PLATA ;Provincia de Buenos Aires;Desarrollo local;$ 25,700,000; $ 400,660 ;;
2230;2022;COFECyT;PFI ;BUENOS AIRES;BUENOS AIRES;;;;;;;Diseño, desarrollo, construcción y ensayo de percha para manipulación de chapas planas.;Universidad Nacional de La Plata ;Provincia de Buenos Aires;Desarrollo local;$ 10,210,000; $ 159,173 ;;
2231;2022;COFECyT;PFI ;BUENOS AIRES;BUENOS AIRES;;;;;;;Escalado del proceso de fabricación de micropartículas magnéticas para purificación de ácidos nucleicos.;Universidad Tecnológica Nacional - Facultad Regional La Plata ;Provincia de Buenos Aires;Desarrollo local;$ 21,540,000; $ 335,806 ;;
2232;2022;COFECyT;PFI ;BUENOS AIRES;BUENOS AIRES;;;;;;;Sanitizante para superficies de acción prolongada contra virus, hongos y bacterias. ;Emprender Salud S.A ;Provincia de Buenos Aires;Desarrollo local;$ 15,420,000; $ 240,396 ;;
2233;2022;COFECyT;PFI ;CABA;CABA;;;;;;;Electroquimio-terapia en Demartología ;Universidad de Buenos Aires ;CABA;Desarrollo local;$ 25,600,000; $ 399,101 ;;
2234;2022;COFECyT;PFI ;CABA;CABA;;;;;;;Laboratorio de Innovación ;Universidad Nacional de la Patagonia San Juan Bosco;CABA;Desarrollo local;$ 26,450,000; $ 412,352 ;;
2235;2022;COFECyT;PFI ;CABA;CABA;;;;;;;LongCovid;ASOCIACION DE DOCENTES DE LA UNIVERSIDAD DE BUENOS AIRES (ADUBA);CABA;Desarrollo local;$ 18,960,000; $ 295,584 ;;
2236;2022;COFECyT;PFI ;CABA;CABA;;;;;;;Laboratorio Remoto para Ciencias Naturales ;Universidad Nacional de Catamarca (UNCA) ;CABA;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2237;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Movibilidad sustentable para CatamarcaSistema de vehículos eléctricos con estación de carga solar autónoma;Universidad Nacional de Catamarca (UNCA) - Instituto Regional de Estudios Socio-Culturales (IRES);Provincia de Catamarca;Desarrollo local;$ 9,980,000; $ 155,587 ;;
2238;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Cartografías digitales sobre usos de sustancias adictivas y alcohol en adolescentes escolarizados Catamarqueños y monitoreo de acciones socioeducativas de prevención;MUNICPALIDAD DE HUALFIN ;Provincia de Catamarca;Desarrollo local;$ 10,847,000; $ 169,103 ;;
2239;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;De los Valle de la Puna presente y pasado de los puestos de altura en el Norte de Catamarca;Universidad Nacional de Catamarca (UNCA) - Instituto Regional de Estudios Socio-Culturales (IRES);Provincia de Catamarca;Desarrollo local;$ 18,895,500; $ 294,579 ;;
2240;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Agroecología y mujeres rurales del departamento de Valle Viejo;Universidad Nacional de Catamarca (UNCA) - ;Provincia de Catamarca;Desarrollo local;$ 10,125,433; $ 157,854 ;;
2241;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Incorporación de recursos para la eficiencia energética y función ambiental al edificio del Centro de Información turística e interpretación ambiental de Villa las Piriquitas-Fray Mamerto Esquiú;Municipalidad de Saujil ;Provincia de Catamarca;Desarrollo local;$ 15,058,912; $ 234,767 ;;
2242;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Plaza pública interactiva comunitaria de servicios de información regional, aprendizaje e innovación Saujil;SECRETARIA DE AGRICULTURA, GANADERIA Y PESCA;Provincia de Catamarca;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2243;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Producción y aplicación de bioinsumos para la agricultura familiar agroecológica y sustentable;MINISTERIO DE CULTURA Y TURISMO - Dirección de Antropología de la provincia de Catamarca;Provincia de Catamarca;Desarrollo local;$ 10,255,000; $ 159,874 ;;
2244;2022;COFECyT;PFI ;CATAMARCA;CATAMARCA;;;;;;;Pucara Incaico de Aconquija, aplicación de tecnologías digitales 3D para su puesta en valor turística;CONICET ;Provincia de Catamarca;Desarrollo local;$ 12,747,724; $ 198,736 ;;
2245;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Desarrollo y utilización de drones mimetizados para el control de plagas de aves en cultivos;UNNE ;Provincia de Chaco;Desarrollo local;$ 9,450,000; $ 147,324 ;;
2246;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Plataforma rover autónoma para uso en la aplicación selectiva de agroquímicos en cultivos intensivos.;CCT Nordeste ;Provincia de Chaco;Desarrollo local;$ 8,500,000; $ 132,514 ;;
2247;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Producción de nanomateriales a partir de la abundante biomasa del CHACO;INIPTA ;Provincia de Chaco;Desarrollo local;$ 13,950,000; $ 217,479 ;;
2248;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Utilización de cáscara de arroz para la fabricación de ladrillos cerámicos ;UTN- FRRe ;Provincia de Chaco;Desarrollo local;$ 9,000,000; $ 140,309 ;;
2249;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Smartcities: sistemas inteligentes de energía y medio ambiente ;UTN-FRRe ;Provincia de Chaco;Desarrollo local;$ 12,082,460; $ 188,364 ;;
2250;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Carboximetilcelulosa (CMC) obtenida a partir de residuos lignocelulósicos de la provincia del Chaco, en el marco de una biorrefinería;INTA Experimental Colonia Benítez ;Provincia de Chaco;Desarrollo local;$ 12,670,500; $ 197,532 ;;
2251;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Desarrollo de herramientas moleculares para el control de enfermedades subtropicales transmitidas por vectores. diagnóstico de hemoparásitos y bacterias en especies de interés veterinario en el noreste de argentina.;UNNE ;Provincia de Chaco;Desarrollo local;$ 8,887,040; $ 138,548 ;;
2252;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Cuantificación de antimicrobianos en efluentes del Gran Resistencia y su relación con la presencia de bacterias resistentes a los mismos;INTA Experimental Colonia Benítez ;Provincia de Chaco;Desarrollo local;$ 7,950,000; $ 123,940 ;;
2253;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Promoción y fortalecimiento de sistemas agroecológicos frutihortícolas del periurbano del Este de Chaco;CCT Nordeste ;Provincia de Chaco;Desarrollo local;$ 7,000,000; $ 109,129 ;;
2254;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Promoción del Turismo Cultural y de Naturaleza para el desarrollo sostenible de comunidades indígenas y parajes del Impenetrable Chaqueño;Universidad Nacional del Nordeste - UNNE;Provincia de Chaco;Desarrollo local;$ 5,060,000; $ 78,885 ;;
2255;2022;COFECyT;PFI ;CHACO;CHACO;;;;;;;Detección automatizada de mosquitos Aedes aegypti en ambientes urbanos para eficientizar la prevención y control de Dengue, Zika, Chicungunya;Universidad Nacional de la Patagonia San Juan Bosco;Provincia de Chaco;Desarrollo local;$ 5,450,000; $ 84,965 ;;
2256;2022;COFECyT;PFI ;CHUBUT;CHUBUT;;;;;;;Transformación de desechos pesqueros en insumos para la industria forrajera;Centro de Investigación y Extensión Forestal Andino Patagónico (CIEFAP) ;Provincia de Chubut;Desarrollo local;$ 50,000,000; $ 779,494 ;;
2257;2022;COFECyT;PFI ;CHUBUT;CHUBUT;;;;;;;Desarrollo y producción de nanobiofertilizantes a base de nanopartículas de selenio capaces de promover el crecimiento vegetal y contrarrestar efectos del estrés;Consejo Nacional de Investigaciones Científicas y Técnicas ;Provincia de Chubut;Desarrollo local;$ 12,000,000; $ 187,079 ;;
2258;2022;COFECyT;PFI ;CHUBUT;CHUBUT;;;;;;;"Inteligencia artificial para detección remota, relevamiento y determinación de indicadores de actividades turísticas y de uso público; y de evaluación poblacional de fauna terrestre y marina, orientadas a la gestión de visitantes en Áreas Naturales protegidas de la Provincia de Chubut.";MORALA NEUMATICOS S.R.L ;Provincia de Chubut;Desarrollo local;$ 11,050,000; $ 172,268 ;;
2259;2022;COFECyT;PFI ;CHUBUT;CHUBUT;;;;;;;Producción industrial de Baldosas de Caucho usando residuos de Neumáticos;Centro para el Estudio de los Sistemas Marinos (CESIMAR-CONICET) ;Provincia de Chubut;Desarrollo local;$ 16,950,000; $ 264,249 ;;
2260;2022;COFECyT;PFI ;CHUBUT;CHUBUT;;;;;;;Desarrollo para la industria acuicola: producción de concentrado vivo microalgal ;CONICET/UNITEFA ;Provincia de Chubut;Desarrollo local;$ 10,000,000; $ 155,899 ;;
2261;2022;COFECyT;PFI ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo de un medicamento formulado como grànulos Dispensables de adecuada palatabilidadpara el tratamiento pediatrico de la tuberculosis;Universidad Nacional de Córdoba ;Provincia de Córdoba;Desarrollo local;$ 16,755,000; $ 261,209 ;;
