Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
2406;2406-1;1;Red Agroforestal CHACOArgentina REDAF;Comunidad;Asociación civil;Organización social;Red Agroforestal CHACOArgentina REDAF;Red Agroforestal CHACOArgentina REDAF
2407;2407-1;1;red de emprendedores turísticos del norte neuquino;Comunidad;?;Asociación turística;red de emprendedores turísticos del norte neuquino;red de emprendedores turísticos del norte neuquino
2408;2408-1;1;Red Textil Cooperativa;Comunidad;Federación;Cooperación empresaria o de productores;Red Textil Cooperativa;Red Textil Cooperativa
2409;2409-1;1;Red Valles de Altura (Red VA);Comunidad;;;Red Valles de Altura (Red VA);Red Valles de Altura (Red VA)
2410;2410-1;3;Redes;Público-comunitario;Nacional;Organismo CyT público;Instituto CONICET/Comunidad;CENTRO REDES (CONICET, REDES)
2410;2410-3;3;CIDART;Comunidad;?;Organización educativa o académica;CIDART;CIDART
2410;2410-2;3;UNdeC;Estado;Nacional;Universidad pública;UNDEC;UNDEC
2411;2411-1;1;Ref- Mar SRL;Privado;Empresa privada;SRL;Ref- Mar SRL;Ref- Mar SRL
2412;2412-2;2;Universidad Nacional de Lanús;Estado;Nacional;Universidad pública;UNLA;UNLA
2412;2412-1;2;Regional Avellaneda - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2413;2413-1;1;Regional Bahía Blanca - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2414;2414-1;2;Regional Bahía Blanca - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2414;2414-2;2;Regional Delta - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2415;2415-1;2;Regional Bahía Blanca - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2415;2415-2;2;UNIDAD DE DESARROLLO INDUSTRIAL Y TECNOLOGICO (UDITEC);Estado;Nacional;Universidad pública;UTN;UTN
2416;2416-1;1;Regional Bahía Blanca - Universidad Tecnológica Nacional|Unidad de Desarrollo Industrial y Tecnológica (UDITEC) / Depto. Ing. Mecánica / Secretaría de Ciencia y Tecnología;Estado;Nacional;Universidad pública;UTN;UTN
2417;2417-1;1;Regional Buenos Aires - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2418;2418-1;1;Regional Buenos Aires - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2419;2419-1;1;Regional Chubut - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2420;2420-1;1;Regional Concepción del Uruguay - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2421;2421-1;1;Regional Delta - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2422;2422-1;1;Regional La Rioja - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2423;2423-1;1;Regional Mendoza - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
2424;2424-1;1;Regional Mendoza - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2425;2425-1;1;Regional Paraná - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2426;2426-1;1;Regional Reconquista - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2427;2427-1;1;Regional Santa Fe - Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN
2428;2428-1;1;Reserva Natural Los Chaguares. Fundación Bosques para el Futuro;Comunidad;Fundación;?;Reserva Natural Los Chaguares. Fundación Bosques para el Futuro;Reserva Natural Los Chaguares. Fundación Bosques para el Futuro
2429;2429-1;1;Resistencia;Estado;Municipal;Municipio o comuna;Resistencia;Resistencia
2430;2430-1;1;Reynaldo Niella;Privado;Persona física;Persona física;Reynaldo Niella;Reynaldo Niella
2431;2431-1;1;Riacho He He;Estado;Municipal;Municipio o comuna;Riacho He He;Riacho He He
2432;2432-1;1;Riachuelo;Estado;Municipal;Municipio o comuna;Riachuelo;Riachuelo
2433;2433-1;1;Río Cuarto;Estado;Municipal;Municipio o comuna;Río Cuarto;Río Cuarto
2434;2434-1;1;Río de Luna SA;Privado;Empresa privada;SA;Río de Luna SA;Río de Luna SA
2435;2435-1;1;Río Gallegos;Estado;Municipal;Municipio o comuna;Río Gallegos;Río Gallegos
2436;2436-1;1;Río Grande;Estado;Municipal;Municipio o comuna;Río Grande;Río Grande
2437;2437-1;1;RIO PARANA MALTA SASU;Privado;Empresa privada;SA;RIO PARANA MALTA SASU;RIO PARANA MALTA SASU
2438;2438-1;1;Rivadavia;Estado;Municipal;Municipio o comuna;Rivadavia;Rivadavia
2439;2439-1;1;Rivadavia Banda Sur;Estado;Municipal;Municipio o comuna;Rivadavia Banda Sur;Rivadavia Banda Sur
2440;2440-1;1;Roldán;Estado;Municipal;Municipio o comuna;Roldán;Roldán
2441;2441-1;1;RONDA 360 S.R.L ;Privado;Empresa privada;SRL;RONDA 360 S.R.L ;RONDA 360 S.R.L 
2442;2442-1;1;Rosario;Estado;Municipal;Municipio o comuna;Rosario;Rosario
2443;2443-1;1;Rosario de Lerma;Estado;Municipal;Municipio o comuna;Rosario de Lerma;Rosario de Lerma
2444;2444-1;1;Rosario Vera Peñaloza;Estado;Municipal;Municipio o comuna;Rosario Vera Peñaloza;Rosario Vera Peñaloza
2445;2445-1;1;Ruben Dario Paez;Privado;Persona física;Persona física;Ruben Dario Paez;Ruben Dario Paez
2446;2446-1;1;Ruiz de Montoya;Estado;Municipal;Municipio o comuna;Ruiz de Montoya;Ruiz de Montoya
2447;2447-1;1;Sabia Tierra: Asociación Civil para la promoción del Desarrollo Integral;Comunidad;Asociación Civil;Organización social;Sabia Tierra: Asociación Civil para la promoción del Desarrollo Integral;Sabia Tierra: Asociación Civil para la promoción del Desarrollo Integral
2448;2448-1;1;Sal de aquí SRL;Privado;Empresa privada;SRL;Sal de aquí SRL;Sal de aquí SRL
2449;2449-1;1;Salta Plast Polietilenos SRL;Privado;Empresa privada;SRL;Salta Plast Polietilenos SRL;Salta Plast Polietilenos SRL
2450;2450-1;1;Samuhu;Estado;Municipal;Municipio o comuna;Samuhu;Samuhu
2451;2451-1;1;SAN ANTONIO DE ARECO;Estado;Municipal;Municipio o comuna;San Antonio de Areco;San Antonio de Areco
2452;2452-1;1;San Antonio de los Cobres;Estado;Municipal;Municipio o comuna;San Antonio de los Cobres;San Antonio de los Cobres
2453;2453-1;1;San Antonio Oeste;Estado;Municipal;Municipio o comuna;San Antonio Oeste;San Antonio Oeste
2454;2454-1;1;San Bernardo;Estado;Municipal;Municipio o comuna;San Bernardo;San Bernardo
2455;2455-1;1;San Blas de los Sauces;Estado;Municipal;Municipio o comuna;San Blas de los Sauces;San Blas de los Sauces
2456;2456-1;1;San Carlos;Estado;Municipal;Municipio o comuna;San Carlos;San Carlos
2457;2457-1;1;San Carlos de Bariloche;Estado;Municipal;Municipio o comuna;Bariloche;Bariloche
2458;2458-1;1;San Fernando;Estado;Municipal;Municipio o comuna;San Fernando;San Fernando
2459;2459-1;1;San Fernando del Valle de Catamarca;Estado;Municipal;Municipio o comuna;San Fernando del Valle de Catamarca;San Fernando del Valle de Catamarca
2460;2460-1;1;San Francisco del Laishi;Estado;Municipal;Municipio o comuna;San Francisco del Laishi;San Francisco del Laishi
2461;2461-1;1;San Isidro de Lules;Estado;Municipal;Municipio o comuna;San Isidro de Lules;San Isidro de Lules
2462;2462-1;1;San Javier (comisión de fomento);Estado;Municipal;Municipio o comuna;San Javier;San Javier
2463;2463-1;1;San Jerónimo;Estado;Municipal;Municipio o comuna;San Jerónimo;San Jerónimo
2464;2464-1;1;San Jorge;Estado;Municipal;Municipio o comuna;San Jorge;San Jorge
2465;2465-1;1;San José de Feliciano;Estado;Municipal;Municipio o comuna;San José de Feliciano;San José de Feliciano
2466;2466-1;1;San José de Gualeguaychú;Estado;Municipal;Municipio o comuna;San José de Gualeguaychú;San José de Gualeguaychú
2467;2467-1;1;San José de San Martín;Estado;Municipal;Municipio o comuna;San José de San Martín;San José de San Martín
2468;2468-1;1;San José del Rincón (comuna);Estado;Municipal;Municipio o comuna;San José del Rincón;San José del Rincón
2469;2469-1;1;San Lorenzo;Estado;Municipal;Municipio o comuna;San Lorenzo;San Lorenzo
2470;2470-1;1;San Martín;Estado;Municipal;Municipio o comuna;San Martín;San Martín
2471;2471-1;1;San Martín de los Andes;Estado;Municipal;Municipio o comuna;San Martín de los Andes;San Martín de los Andes
2472;2472-1;1;SAN MIGUEL DE TUCUMAN;Estado;Municipal;Municipio o comuna;San Miguel de Tucumán;San Miguel de Tucumán
2473;2473-1;1;San Nicolás de los tres arroyos;Estado;Municipal;Municipio o comuna;San Nicolás de los tres arroyos;San Nicolás de los tres arroyos
2474;2474-1;1;San Pablo y Villa Nougués (comuna);Estado;Municipal;Municipio o comuna;San Pablo y Villa Nougués;San Pablo y Villa Nougués
2475;2475-1;1;San Patricio del Chañar;Estado;Municipal;Municipio o comuna;San Patricio del Chañar;San Patricio del Chañar
2476;2476-1;1;San Pedro;Estado;Municipal;Municipio o comuna;San Pedro;San Pedro
2477;2477-1;1;San Salvador de Jujuy;Estado;Municipal;Municipio o comuna;San Salvador de Jujuy;San Salvador de Jujuy
2478;2478-1;1;Sanagasta;Estado;Municipal;Municipio o comuna;Sanagasta;Sanagasta
2479;2479-1;1;Santa Fe;Estado;Municipal;Municipio o comuna;Santa Fe;Santa Fe
2480;2480-1;1;Santa Lucía;Estado;Municipal;Municipio o comuna;Santa Lucía;Santa Lucía
2481;2481-1;1;Santa María de Punilla;Estado;Municipal;Municipio o comuna;Santa María de Punilla;Santa María de Punilla
2482;2482-1;1;Santa Rosa;Estado;Municipal;Municipio o comuna;Santa Rosa;Santa Rosa
2483;2483-1;1;Santa Rosa de Calamuchita;Estado;Municipal;Municipio o comuna;Santa Rosa de Calamuchita;Santa Rosa de Calamuchita
2484;2484-1;1;Santa Sylvina;Estado;Municipal;Municipio o comuna;Santa Sylvina;Santa Sylvina
2485;2485-1;1;Santa Victoria Oeste;Estado;Municipal;Municipio o comuna;Santa Victoria Oeste;Santa Victoria Oeste
2486;2486-1;1;Santiago Capital;Estado;Municipal;Municipio o comuna;Santiago Capital;Santiago Capital
2487;2487-1;1;SANTIAGO DANIEL MARCUZZI;Privado;Persona física;Persona física;SANTIAGO DANIEL MARCUZZI;SANTIAGO DANIEL MARCUZZI
2488;2488-1;1;Santiago de Liniers;Estado;Municipal;Municipio o comuna;Santiago de Liniers;Santiago de Liniers
2489;2489-1;1;Santiago Emilio Villar;Estado;Municipal;Municipio o comuna;Santiago Emilio Villar;Santiago Emilio Villar
2490;2490-1;1;COMISION MUNICIPAL DE YALA;Estado;Municipal;Municipio o comuna;Yala;Yala
2491;2491-1;1;Santo Tomás;Estado;Municipal;Municipio o comuna;Santo Tomás;Santo Tomás
2492;2492-1;1;Santo Tomé;Estado;Municipal;Municipio o comuna;Santo Tomé;Santo Tomé
2493;2493-1;1;Sarmiento;Estado;Municipal;Municipio o comuna;Sarmiento;Sarmiento
2494;2494-1;1;Saujil;Estado;Municipal;Municipio o comuna;Saujil;Saujil
2495;2495-2;2;INTA Tartagal;Estado;Nacional;Organismo CyT público;INTA;INTA
2495;2495-1;2;Secretaria de Agricultura Familiar;Estado;Provincial;Gobierno provincial;Provincia de Salta;Salta (Agricultura Familiar)
2496;2496-2;2;INTA - UE Ojo de Agua-Quebrachos;Estado;Nacional;Organismo CyT público;INTA;INTA
2496;2496-1;2;Secretaria de Agricultura Familiar de la Nación, Delegación Santiago del Estero - Ministerio Agroindustria;Estado;Nacional;Organismo nacional;Organismo nacional (Agricultura familiar);Organismo nacional (Agricultura familiar)
2497;2497-2;2;Centro Salta - Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
2497;2497-1;2;Secretaria de Agricultura Familiar Delegación Salta;Estado;Nacional;Organismo nacional;Organismo nacional (Agricultura familiar);Organismo nacional (Agricultura familiar)
2498;2498-3;3;Centro Experimental de la Vivienda Económica-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CEVE (CONICET, AVE) https://ceve.org.ar/acerca-de-ceve/
2498;2498-2;3;Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
2498;2498-1;3;Secretaría de Agricultura Familiar, Campesina e Indígena;Estado;Nacional;Organismo nacional;Organismo nacional (Agricultura familiar);Organismo nacional (Agricultura familiar)
2499;2499-1;1;Secretaría de Agricultura y Producción de la Municipalidad de Chicoana;Estado;Municipal;Municipio o comuna;Chicoana;Chicoana
2500;2500-1;1;SECRETARIA DE AGRICULTURA, GANADERIA Y PESCA;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catamarca (Agricultura, Ganadería y Pesca)
2501;2501-1;1;Secretaría de Agricultura, Ganaderia y recursos Naturales del Ministerio de la Producción de la Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Santa Fe (Producción)
2502;2502-1;1;Secretaría de Ambiente de Tierra del Fuego;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Producción y Ambiente)
2503;2503-1;1;SECRETARIA DE AMBIENTE Y ORDENAMIENTO TERRITORIAL;Estado;Provincial;Gobierno provincial;Provincia de Mendoza;Mendoza (Ambiente y Ordenamiento Territorial)
2504;2504-1;1;Secretaría de ambiente, Ministerio de Producción y Ambiente de Tierra del Fuego, AeIAS.;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Producción y Ambiente)
2505;2505-1;1;SECRETARÍA DE CIENCIA TECNOLOGÍA E INNOVACIÓN;Estado;Provincial;Autoridad CyT;Provincia de San Juan;Autoridad CyT (Provincia de San Juan)
2506;2506-1;1;Secretaría de Ciencia y Técnica - Universidad Nacional de José C. Paz;Estado;Nacional;Universidad pública;UNPAZ;UNPAZ
2507;2507-1;1;Secretaría de Ciencia y Técnica - Universidad Nacional de La Matanza;Estado;Nacional;Universidad pública;UNLAM;UNLAM
2508;2508-1;1;Secretaría de Ciencia y Técnica - Universidad Nacional de Lanús;Estado;Nacional;Universidad pública;UNLA;UNLA
2511;2511-1;1;Secretaria de Ciencia y Tecnologia - Ministerio de Educación de la provincia de Jujuy;Estado;Provincial;Autoridad CyT;Provincia de Jujuy;Autoridad CyT (Provincia de Jujuy)
2512;2512-1;1;Secretaria de Ciencia y Tecnologia - Ministerio de Educación de la provincia de Jujuy;Estado;Provincial;Gobierno provincial;Provincia de Jujuy;Jujuy (Educación)
2513;2513-1;1;Secretaría de Ciencia y Tecnología - Ministerio de Educación, Ciencia y Tecnología;Estado;Provincial;Autoridad CyT;Provincia de La Rioja;Autoridad CyT (Provincia de La Rioja)
2514;2514-1;1;Secretaria de Ciencia y Tecnologia - Ministerio de Educación, Cultura, Ciencia y Tecnologia de la provincia de Tierra del Fuego;Estado;Provincial;Autoridad CyT;Provincia de Tierra del Fuego;Autoridad CyT (Provincia de Tierra del Fuego)
2515;2515-1;1;Secretaria de Ciencia y Tecnologia - Ministerio de Trabajo, Empleo e Industria de la provincia de La Rioja;Estado;Provincial;Autoridad CyT;Provincia de La Rioja;Autoridad CyT (Provincia de La Rioja)
2516;2516-1;1;SECRETARIA DE CIENCIA Y TECNOLOGIA DE LA PROV. DE LA RIOJA - MINISTERIO DE EDUCACION;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Educación, Ciencia y Tecnología)
2517;2517-1;1;Secretaria de Ciencia y Tecnologia de la provincia de Entre Rios;Estado;Provincial;Autoridad CyT;Provincia de Entre Ríos;Autoridad CyT (Provincia de Entre Ríos)
2518;2518-1;1;SECRETARIA DE CIENCIA Y TECNOLOGIA DE LA PROVINCIA DE JUJUY;Estado;Provincial;Autoridad CyT;Provincia de Jujuy;Autoridad CyT (Provincia de Jujuy)
2519;2519-1;1;Secretaría de Ciencia y Tecnología de Santiago del Estero;Estado;Provincial;Autoridad CyT;Provincia de Santiago del Estero;Autoridad CyT (Provincia de Santiago del Estero)
2520;2520-1;1;Secretaría de Ciencia y Tecnología de Santiago del Estero;Estado;Provincial;Autoridad CyT;Provincia de Santiago del Estero;Autoridad CyT (Provincia de Santiago del Estero)
2521;2521-1;1;Secretaría de Ciencia y Tecnología de Santiago del Estero;Estado;Provincial;Gobierno provincial;Provincia de Santiago del Estero;Santiago del Estero (Ciencia y Tecnología)
2522;2522-1;1;Secretaría de Ciencia y Tecnología del Ministerio de Ciencia e Innovación Tecnológica de la Provincia de Catamarca;Estado;Provincial;Autoridad CyT;Provincia de Catamarca;Autoridad CyT (Provincia de Catamarca)
2523;2523-1;1;Secretaria de Ciencia y Tecnología del Ministerio de Educación de la Provincia de Jujuy;Estado;Provincial;Autoridad CyT;Provincia de Jujuy;Autoridad CyT (Provincia de Jujuy)
2524;2524-1;1;Secretaría de Ciencia y Tecnología del Ministerio de Educacion, Ciencia y Tecnologia de la Provincia de Tierra del Fuego e Islas del Atlántico Sur;Estado;Provincial;Autoridad CyT;Provincia de Tierra del Fuego;Autoridad CyT (Provincia de Tierra del Fuego)
2525;2525-1;1;Secretaría de Ciencia y Tecnología del Ministerio de Producción, Turismo y Desarrollo Económico de la Provincia de Entre Ríos;Estado;Provincial;Autoridad CyT;Provincia de Entre Ríos;Autoridad CyT (Provincia de Entre Ríos)
2526;2526-1;1;Secretaria de Ciencia y Tecnologia - Ministerio de Trabajo, Empleo e Industria de la provincia de La Rioja;Estado;Provincial;Autoridad CyT;Provincia de La Rioja;Autoridad CyT (Provincia de La Rioja)
2527;2527-1;1;SECRETARÍA DE CIENCIA Y TECNOLOGÍA DEPENDIENTE DEL MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA;Estado;Provincial;Autoridad CyT;Provincia de Santiago del Estero;Autoridad CyT (Provincia de Santiago del Estero)
2528;2528-1;1;Secretaría de Ciencia y Tecnología de Santiago del Estero;Estado;Provincial;Gobierno provincial;Provincia de Santiago del Estero;Santiago del Estero (Ciencia y Tecnología)
2529;2529-2;2;Agencia Rio Negro Innova;Estado;Provincial;Gobierno provincial;Agencia Río Negro Innova;Agencia Río Negro Innova
2529;2529-1;2;Secretaria de Ciencia y Tecnología y Economía del Conocimiento;Estado;Provincial;Autoridad CyT;Provincia de Río Negro;Provincia de Río Negro
2530;2530-1;1;Secretaría de Ciencia, Tecnología - Ministerio de Educación de Jujuy ;Estado;Provincial;Autoridad CyT;Provincia de Jujuy;Autoridad CyT (Provincia de Jujuy)
2531;2531-1;1;SECRETARIA DE CIENCIA, TECNOLOGIA E INNOVACION;Estado;Provincial;Autoridad CyT;Provincia de San Juan;Autoridad CyT (Provincia de San Juan)
2532;2532-1;1;Secretaria de Ciencia, Tecnologia e Innovación - Ministerio de Producción, Ciencia y Tecnologia de la provincia de Santa Fe;Estado;Provincial;Autoridad CyT;Provincia de Santa Fe;Autoridad CyT (Provincia de Santa Fe)
2533;2533-1;1;Secretaria de Ciencia, Tecnologia e Innovacion productiva;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2534;2534-1;1;Secretaria de Ciencia, Tecnologia e Innovacion productiva;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2535;2535-1;1;Secretaría de Ciencia, tecnología e Innovación Productiva del Chubut ;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2536;2536-1;1;Secretaría de Ciencia, tecnología e Innovación Productiva del Chubut ;Estado;Provincial;Gobierno provincial;Provincia de Chubut;Chubut (Ciencia, Tecnología e Innovación Productiva)
2537;2537-1;1;SECRETARIA DE CIENCIA, TECNOLOGIA Y DESARROLLO PARA LA PRODUCCION;Estado;Provincial;Autoridad CyT;Provincia de Río Negro;Autoridad CyT (Provincia de Río Negro)
2538;2538-1;1;SECRETARIA DE CIENCIA, TECNOLOGIA Y DESARROLLO PARA LA PRODUCCION;Estado;Provincial;Autoridad CyT;Provincia de Río Negro;Autoridad CyT (Provincia de Río Negro)
2539;2539-1;1;SECRETARÍA DE CIENCIA, TECNOLOGÍA Y ECONOMÍA DEL CONOCIMIENTO ;Estado;Provincial;Autoridad CyT;Provincia de Río Negro;Autoridad CyT (Provincia de Río Negro)
2540;2540-1;1;Secretaría de Ciencia, Tecnología, Innovación Productiva y Cultura ;Estado;Provincial;Gobierno provincial;Provincia de Chubut;Chubut (Ciencia, Tecnología e Innovación Productiva)
2541;2541-1;1;Secretaria de Ciencia, Tecnología, Innovación Productiva y Cultura / Subsecretaría de Ciencia, Tecnología, Innovación Productiva ;Estado;Provincial;Gobierno provincial;Provincia de Chubut;Chubut (Ciencia, Tecnología, Innovación Productiva y Cultura)
2542;2542-1;1;Secretaria de Ciencia, Tecnologia, Innovación Productiva y Cultura de la provincia de Chubut;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2543;2543-1;1;Secretaria de Ciencia, Tecnologia, Innovación Productiva y Cultura de la provincia de Chubut;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2544;2544-1;1;Secretaria de Ciencia, Tecnologia, Innovación Productiva y Cultura de la provincia de Chubut;Estado;Provincial;Autoridad CyT;Provincia de Chubut;Autoridad CyT (Provincia de Chubut)
2545;2545-1;1;Secretaría de Cultura de La Pampa;Estado;Provincial;Gobierno provincial;Provincia de La Pampa;La Pampa (Cultura)
2546;2546-1;1;Secretaría de Cultura de la provincia de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catmarca (Cultura)
2547;2547-1;1;Secretaría de Cultura de Río Negro;Estado;Provincial;Gobierno provincial;Provincia de Río Negro;Río Negro (Cultura)
2548;2548-1;1;Secretaría de Cultura de Río Negro;Estado;Provincial;Gobierno provincial;Provincia de Río Negro;Río Negro (Cultura)
2549;2549-1;1;Secretaría de Cultura y Turismo de la Provincia de Jujuy;Estado;Provincial;Gobierno provincial;Secretaría de Cultura y Turismo de la Provincia de Jujuy;Jujuy (Cultura y Turismo)
2550;2550-1;1;Secretaría de Cultura y Turismo de la Provincia de Jujuy;Estado;Provincial;Gobierno provincial;Secretaría de Cultura y Turismo de la Provincia de Jujuy;Jujuy (Cultura y Turismo)
2551;2551-1;1;SECRETARIA DE CULTURA, MINISTERIO DE CULTURA, TURISMO Y DEPORTES DE LA PROVINCIA DE SALTA;Estado;Provincial;Gobierno provincial;Provincia de Salta;Salta (Turismo y Deportes)
2552;2552-1;1;Secretaria de Desarrollo Productivo y PyME dependiente del Ministerio de Producción y Ambiente de la Provincia de Tierra del Fuego, Antártida e Islas del Atlántico;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Producción y Ambiente)
2553;2553-1;1;Secretaría de Desarrollo Sustentable y Ambiente;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Producción y Ambiente)
2554;2554-1;1;Secretaría de Desarrollo, Ciencia, Tecnología y Gestión Pública ;Estado;Provincial;Autoridad CyT;Provincia de Santiago del Estero;Autoridad CyT (Provincia de Santiago del Estero)
2555;2555-1;1;Secretaria de Economia Popular;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Economía Popular)
2556;2556-2;3;EDESA SA;Privado;Empresa privada;SA;EDESA SA;EDESA SA
2556;2556-1;3;Secretaria de Energía de Salta;Estado;Provincial;Gobierno provincial;Provincia de Salta;Salta (Energía)
2556;2556-3;3;Universidad Católica de Salta;Comunidad;Asociación civil;Universidad privada;Universidad Católica de Salta;Universidad Católica de Salta
2557;2557-1;1;Secretaria de estado de Ciencia y Tecnología de la Provincia de Formosa;Estado;Provincial;Autoridad CyT;Provincia de Formosa;Autoridad CyT (Provincia de Formosa)
2558;2558-1;1;Secretaria de estado de Ciencia y Tecnología de la Provincia de Formosa;Estado;Provincial;Autoridad CyT;Provincia de Formosa;Autoridad CyT (Provincia de Formosa)
2559;2559-1;1;Secretaria de estado de Ciencia, Tecnologia e Innovación de la Provincia de San Juan;Estado;Provincial;Autoridad CyT;Provincia de San Juan;Autoridad CyT (Provincia de San Juan)
2560;2560-1;1;Secretaria de estado de Ciencia, Tecnologia e Innovación de la Provincia de San Juan;Estado;Provincial;Autoridad CyT;Provincia de San Juan;Autoridad CyT (Provincia de San Juan)
2561;2561-1;1;Secretaría de Estado de Cultura;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catmarca (Cultura)
2562;2562-1;1;Secretaría de Estado de Innovación y Desarrollo Tecnológico;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2563;2563-1;1;Secretaría de Estado de Innovación y Desarrollo Tecnológico;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2564;2564-1;1;Secretaría de Estado de Innovación y Desarrollo Tecnológico;Estado;Provincial;Gobierno provincial;Provincia de Tucumán;Tucumán (Innovación y Desarrollo Tecnológico)
2565;2565-1;1;Secretaría de estado de Innovación y Desarrollo Tecnológico de la Provincia de Tucumán;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2566;2566-1;1;Secretaría de estado de Innovación y Desarrollo Tecnológico de la Provincia de Tucumán;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2567;2567-1;1;Secretaría de Estado de Modernización e Innovación Tecnológica - Jefatura de Gabinete de Ministros. Unidad ejecutora: Dirección Provincial de Innovación Tecnológica.;Estado;Provincial;Gobierno provincial;Provincia de Santa Cruz;Santa Cruz (Modernización e Innovación Tecnológica)
2568;2568-1;1;SECRETARIA DE ESTADO DE POLÍTICAS SANITARIAS;Estado;;Organismo centralizado;SECRETARIA DE ESTADO DE POLÍTICAS SANITARIAS;SECRETARIA DE ESTADO DE POLÍTICAS SANITARIAS
2569;2569-1;1;Secretaría de Estado de Santa Cruz;Estado;Provincial;Gobierno provincial;Provincia de Santa Cruz;Provincia de Santa Cruz
2570;2570-1;1;Secretaría de Estado de turismo de la Provincia de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catamarca (Turismo)
2571;2571-1;1;Secretaría de Estado de Turismo de Santa Cruz;Estado;Provincial;Gobierno provincial;Provincia de Santa Cruz;Santa Cruz (Turismo)
2572;2572-1;1;Secretaria de Estado, Ciencia, Tecnología e Innovación;Estado;Provincial;Autoridad CyT;Provincia de San Juan;Autoridad CyT (Provincia de San Juan)
2573;2573-1;1;Secretaria De Ganadería;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Ganadería)
2574;2574-1;1;Secretaria De Ganadería;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Ganadería)
2575;2575-1;1;Secretaría de Ganadería de la Provincia de la Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Ganadería)
2576;2576-1;1;Secretaría de Hidrocarburos de Tierra del Fuego AIAS;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Hidrocarburos)
2577;2577-1;1;Secretaria de Innovación y Desarrollo Tecnologico;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2578;2578-1;1;Secretaria de Innovación y Desarrollo Tecnologico;Estado;Provincial;Autoridad CyT;Provincia de Tucumán;Autoridad CyT (Provincia de Tucumán)
2579;2579-1;1;Secretaria de Investigación - APOAVA - Universidad Nacional de Misiones  FAyD -;Estado;Nacional;Universidad pública;UNAM;UNAM
