Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
33;0033-1;2;QM Equipment SA;Privado;Empresa privada;SA;QM Equipment SA;QM Equipment SA;beneficiario;3603;2022;FONARSEC;PE-TE;;Desarrollo de plataformas experimentales y tecnologías para la maximización de la conversión de energía de olas en el Mar Argentino;Energía; $ 779,494 ; $ 389,747 ;2
33;0033-2;2;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3603;2022;FONARSEC;PE-TE;;Desarrollo de plataformas experimentales y tecnologías para la maximización de la conversión de energía de olas en el Mar Argentino;Energía; $ 779,494 ; $ 389,747 ;2
34;0034-1;3;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Estado;Empresa estatal;SAPEM;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Santa Fe Gas y Energías Renovables SAPEM (ENERFE);beneficiario;3602;2022;FONARSEC;PE-TE;;Desarrollo de generadores basados en pilas de combustible de óxido sólido alimentadas con hidrógeno producido a partir de combustibles tradicionales;Energía; $ 2,338,483 ; $ 779,494 ;3
34;0034-2;3;Comisión Nacional de Energía Atómica (CNEA);Estado;Nacional;Organismo CyT público;CNEA;CNEA;beneficiario;3602;2022;FONARSEC;PE-TE;;Desarrollo de generadores basados en pilas de combustible de óxido sólido alimentadas con hidrógeno producido a partir de combustibles tradicionales;Energía; $ 2,338,483 ; $ 779,494 ;3
34;0034-3;3;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3602;2022;FONARSEC;PE-TE;;Desarrollo de generadores basados en pilas de combustible de óxido sólido alimentadas con hidrógeno producido a partir de combustibles tradicionales;Energía; $ 2,338,483 ; $ 779,494 ;3
35;0035-1;3;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Estado;Empresa estatal;SAPEM;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Santa Fe Gas y Energías Renovables SAPEM (ENERFE);beneficiario;3601;2022;FONARSEC;PE-TE;;Concentrador termosolar para generación de vapor de proceso de uso industrial;Energía; $ 1,202,635 ; $ 400,878 ;3
35;0035-2;3;Fimaco SA;Privado;Empresa privada;SA;Fimaco SA;Fimaco SA;beneficiario;3601;2022;FONARSEC;PE-TE;;Concentrador termosolar para generación de vapor de proceso de uso industrial;Energía; $ 1,202,635 ; $ 400,878 ;3
35;0035-3;3;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3601;2022;FONARSEC;PE-TE;;Concentrador termosolar para generación de vapor de proceso de uso industrial;Energía; $ 1,202,635 ; $ 400,878 ;3
36;0036-1;2;Secretaria De Agricultura, Ganadería Y Agroindustria de la Provincia De San Juan;Estado;Provincial;Gobierno provincial;Provincia de San Juan;San Juan (Agricultura, Ganadería y Agroindustria);beneficiario;998;2010;COFECyT;ESPRO ;SAN JUAN;Red Provincial para el monitoreo de variables climáticas y de suelo;Desarrollo productivo regional; $ 496,419 ; $ 165,473 ;3
36;0036-2;2;Secretaria De Política Económica de la Provincia De San Juan;Estado;Provincial;Gobierno provincial;Provincia de San Juan;San Juan (Política Económica);beneficiario;998;2010;COFECyT;ESPRO ;SAN JUAN;Red Provincial para el monitoreo de variables climáticas y de suelo;Desarrollo productivo regional; $ 496,419 ; $ 165,473 ;3
37;0037-1;3;Secretaría de Recursos Hídricos - Ministerio de Ambiente y Producción Sustentable de Salta;Estado;Provincial;Provincia de Salta;Salta (Ambiente y Producción);Secretaría de Recursos Hídricos - Ministerio de Ambiente y Producción Sustentable de Salta;beneficiario;1058;2017;COFECyT;ESPECIFICOS ;INTERPROVINCIAL;Fortalecimietno de la Red de Laboratorios de la región NOA;; $ 169,616 ; $ 56,539 ;3
37;0037-2;3;Agua Potable de Jujuy;Estado;Empresa estatal;Provincial;Agua Potable de Jujuy;Agua Potable de Jujuy;beneficiario;1058;2017;COFECyT;ESPECIFICOS ;INTERPROVINCIAL;Fortalecimietno de la Red de Laboratorios de la región NOA;; $ 169,616 ; $ 56,539 ;3
37;0037-3;3;SIPROSA de Tucumán;Estado;Provincial;Organismo estatal;Provincia de Tucumán;Provincia de Tucumán;beneficiario;1058;2017;COFECyT;ESPECIFICOS ;INTERPROVINCIAL;Fortalecimietno de la Red de Laboratorios de la región NOA;; $ 169,616 ; $ 56,539 ;3
38;0038-1;2;SOTO MARIELA EDITH;Privado;Persona física;Persona física;SOTO MARIELA EDITH;SOTO MARIELA EDITH;beneficiario;125;2010;COFECyT;ASETUR;CHACO;Tecnología para aguas lenticas y aprovechamiento de recursos naturales genuinos de pampa almirón;Turismo; $ 91,034 ; $ 30,345 ;3
38;0038-2;2;Grupo de Cambio Rural Ñande Retá;Comunidad;?;?;Grupo de Cambio Rural Ñande Retá;Grupo de Cambio Rural Ñande Retá;beneficiario;125;2010;COFECyT;ASETUR;CHACO;Tecnología para aguas lenticas y aprovechamiento de recursos naturales genuinos de pampa almirón;Turismo; $ 91,034 ; $ 30,345 ;3
39;0039-1;2;SUSANA ELDA BENITEZ;Privado;Persona física;Persona física;SUSANA ELDA BENITEZ;SUSANA ELDA BENITEZ;beneficiario;443;2017;COFECyT;VITEF ;CORRIENTES;VITEF 2017 - CORRIENTES ;Vinculación tecnológica; $ 51,129 ; $ 25,565 ;2
39;0039-1;2;SUSANA ELDA BENITEZ;Privado;Persona física;Persona física;SUSANA ELDA BENITEZ;SUSANA ELDA BENITEZ;beneficiario;1112;2016;COFECyT;VITEF ;CORRIENTES;VITEF 2016 - CORRIENTES ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
39;0039-2;2;LEANDRO NICOLAS GARCIA;Privado;Persona física;Persona física;LEANDRO NICOLAS GARCIA;LEANDRO NICOLAS GARCIA;beneficiario;443;2017;COFECyT;VITEF ;CORRIENTES;VITEF 2017 - CORRIENTES ;Vinculación tecnológica; $ 51,129 ; $ 25,565 ;2
39;0039-2;2;LEANDRO NICOLAS GARCIA;Privado;Persona física;Persona física;LEANDRO NICOLAS GARCIA;LEANDRO NICOLAS GARCIA;beneficiario;1112;2016;COFECyT;VITEF ;CORRIENTES;VITEF 2016 - CORRIENTES ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
40;0040-1;2;Tecsan Ingeniería Ambiental SA;Privado;Empresa privada;SA;Tecsan Ingeniería Ambiental SA;Tecsan Ingeniería Ambiental SA;beneficiario;3598;2022;FONARSEC;PE-TE;;Plataforma para la evaluación del secado termosolar y uso agronómico-ambiental de barros industriales;Energía; $ 1,558,989 ; $ 779,494 ;2
40;0040-2;2;Universidad de Buenos Aires (UBA);Estado;Nacional;Universidad pública;UBA;UBA;beneficiario;3598;2022;FONARSEC;PE-TE;;Plataforma para la evaluación del secado termosolar y uso agronómico-ambiental de barros industriales;Energía; $ 1,558,989 ; $ 779,494 ;2
41;0041-1;2;Unión Industrial Formosa;Comunidad;Unión industrial;Cooperación empresaria o de productores;Unión Industrial Formosa;Unión Industrial Formosa;beneficiario;882;2008;COFECyT;ESPRO ;FORMOSA;Desarrollo sustentable de fibras vegetales largas para el diseño de indumentarias a escala semiindustrial;Desarrollo productivo regional; $ 300,000 ; $ 100,000 ;3
41;0041-2;2;Fundación Gran CHACO;Comunidad;Fundación;Organización social;Fundación Gran CHACO;Fundación Gran CHACO;beneficiario;882;2008;COFECyT;ESPRO ;FORMOSA;Desarrollo sustentable de fibras vegetales largas para el diseño de indumentarias a escala semiindustrial;Desarrollo productivo regional; $ 300,000 ; $ 100,000 ;3
42;0042-1;3;Universidad Nacional de Rafaela (UNRaf);Estado;Nacional;Universidad pública;UNRAF;UNRAF;beneficiario;3609;2022;FONARSEC;PE-TE;;Sistema estandarizado de generación eléctrica a partir de biogás de baja y mediana potencia conectado en paralelo con la red;Energía; $ 281,348 ; $ 93,783 ;3
42;0042-2;3;Integral Agropecuaria SA;Privado;Empresa privada;SA;Integral Agropecuaria SA;Integral Agropecuaria SA;beneficiario;3609;2022;FONARSEC;PE-TE;;Sistema estandarizado de generación eléctrica a partir de biogás de baja y mediana potencia conectado en paralelo con la red;Energía; $ 281,348 ; $ 93,783 ;3
42;0042-3;3;Bounous Hermanos S.A.I.M;Privado;Empresa privada;SA;Bounous Hermanos S.A.I.M;Bounous Hermanos S.A.I.M;beneficiario;3609;2022;FONARSEC;PE-TE;;Sistema estandarizado de generación eléctrica a partir de biogás de baja y mediana potencia conectado en paralelo con la red;Energía; $ 281,348 ; $ 93,783 ;3
43;0043-1;4;Universidad Tecnológica Nacional;Estado;Nacional;Universidad pública;UTN;UTN;beneficiario;3429;2012;FONARSEC;FITS Energía;;Planta de Biocombustible Multipropósito Sustentable;Energía; $ 822,463 ; $ 205,616 ;4
43;0043-2;4;Justo y Martínez S.A.C.I.;Privado;Empresa privada;SA;Justo y Martínez S.A.C.I.;Justo y Martínez S.A.C.I.;beneficiario;3429;2012;FONARSEC;FITS Energía;;Planta de Biocombustible Multipropósito Sustentable;Energía; $ 822,463 ; $ 205,616 ;4
43;0043-3;4;Cremer Asociados SA;Privado;Empresa privada;SA;Cremer Asociados SA;Cremer Asociados SA;beneficiario;3429;2012;FONARSEC;FITS Energía;;Planta de Biocombustible Multipropósito Sustentable;Energía; $ 822,463 ; $ 205,616 ;4
43;0043-4;4;Ministerio de Producción de la Provincia de Buenos Aires;Estado;Provincial;Gobierno provincial;Provincia de Buenos Aires;Buenos Aires (Producción);beneficiario;3429;2012;FONARSEC;FITS Energía;;Planta de Biocombustible Multipropósito Sustentable;Energía; $ 822,463 ; $ 205,616 ;4
44;0044-1;3;Universidad Tecnológica Nacional (UTN);Estado;Nacional;Universidad pública;UTN;UTN;beneficiario;3606;2022;FONARSEC;PE-TE;;Diseño e implementación de un recolector pendular de energía undimotriz a pequeña escala para aplicación en boyas de balizamiento en el estuario de Bahía Blanca;Energía; $ 96,943 ; $ 32,314 ;3
44;0044-2;3;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3606;2022;FONARSEC;PE-TE;;Diseño e implementación de un recolector pendular de energía undimotriz a pequeña escala para aplicación en boyas de balizamiento en el estuario de Bahía Blanca;Energía; $ 96,943 ; $ 32,314 ;3
44;0044-3;3;Consorcio de Gestión del Puerto de Bahía Blanca (CGPBB);Público-comunitario;Otro;Otro;Consorcio de Gestión del Puerto de Bahía Blanca (CGPBB);Consorcio de Gestión del Puerto de Bahía Blanca (CGPBB);beneficiario;3606;2022;FONARSEC;PE-TE;;Diseño e implementación de un recolector pendular de energía undimotriz a pequeña escala para aplicación en boyas de balizamiento en el estuario de Bahía Blanca;Energía; $ 96,943 ; $ 32,314 ;3
45;0045-1;2;Wicz SRL;Privado;Empresa privada;SRL;Wicz SRL;Wicz SRL;beneficiario;746;2007;COFECyT;ESPRO ;SANTIAGO DEL ESTERO;Promoción y Fortalecimiento de la cadena de Biodiesel (Biocombustibles);Desarrollo productivo regional; $ 246,342 ; $ 82,114 ;3
45;0045-2;2;Probio SRL;Privado;Empresa privada;SRL;Probio SRL;Probio SRL;beneficiario;746;2007;COFECyT;ESPRO ;SANTIAGO DEL ESTERO;Promoción y Fortalecimiento de la cadena de Biodiesel (Biocombustibles);Desarrollo productivo regional; $ 246,342 ; $ 82,114 ;3
46;0046-1;4;YPF Tecnología SA;Estado;Empresa estatal;SA;Y-TEC;Y-TEC;beneficiario;3605;2022;FONARSEC;PE-TE;;Desarrollo tecnológico para la producción nacional de electrolito para baterías de litio “ElectroLitAr”;Energía; $ 2,346,181 ; $ 586,545 ;4
46;0046-2;4;CLORAR Ingeniería SA;Privado;Empresa privada;SA;CLORAR Ingeniería SA;CLORAR Ingeniería SA;beneficiario;3605;2022;FONARSEC;PE-TE;;Desarrollo tecnológico para la producción nacional de electrolito para baterías de litio “ElectroLitAr”;Energía; $ 2,346,181 ; $ 586,545 ;4
46;0046-3;4;Comisión Nacional de Energía Atómica (CNEA);Estado;Nacional;Organismo CyT público;CNEA;CNEA;beneficiario;3605;2022;FONARSEC;PE-TE;;Desarrollo tecnológico para la producción nacional de electrolito para baterías de litio “ElectroLitAr”;Energía; $ 2,346,181 ; $ 586,545 ;4
46;0046-4;4;Consejo Nacional de Investigaciones Científicas y Técnicas, CEQUINOR (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CEQUINOR (CONICET);beneficiario;3605;2022;FONARSEC;PE-TE;;Desarrollo tecnológico para la producción nacional de electrolito para baterías de litio “ElectroLitAr”;Energía; $ 2,346,181 ; $ 586,545 ;4
47;0047-1;2;YPF Tecnología SA;Estado;Empresa estatal;SA;Y-TEC;Y-TEC;beneficiario;3604;2022;FONARSEC;PE-TE;;Desarrollo Nacional de un electrolizador de alta potencia, para la producción de Hidrógeno verde. Un aporte a la descarbonización de la industria siderúrgica, “H2MegAr”;Energía; $ 2,342,788 ; $ 1,171,394 ;2
47;0047-2;2;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3604;2022;FONARSEC;PE-TE;;Desarrollo Nacional de un electrolizador de alta potencia, para la producción de Hidrógeno verde. Un aporte a la descarbonización de la industria siderúrgica, “H2MegAr”;Energía; $ 2,342,788 ; $ 1,171,394 ;2
48;0048-1;1;Asociación Civil Consorcio Productivo de Servicios Rurales de Santa Sylvina Norte Nº 25;Comunidad;Asociación Civil;Cooperación empresaria o de productores;Asociación Civil Consorcio Productivo de Servicios Rurales de Santa Sylvina Norte Nº 25;Asociación Civil Consorcio Productivo de Servicios Rurales de Santa Sylvina Norte Nº 25;beneficiario;2778;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CHACO;Diseño y construcción de prototipo de rotoenfardadora para productores familiares.;Agricultura Familiar; $ 12,126 ; $ 6,063 ;2
49;0049-1;1;Asociación Santotomeña de pequeños productores 20 de junio;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Santotomeña de pequeños productores 20 de junio;Asociación Santotomeña de pequeños productores 20 de junio;beneficiario;2607;2012;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CORRIENTES;Incorporación de nuevas técnicas en la producción forrajera de pequeños productores tamberos de la 1° Sección Chacra de Santo Tomé, Provincia de Corrientes.;Agricultura Familiar; $ 16,581 ; $ 8,290 ;2
50;0050-1;1;Centro de Formación Profesional Agropecuaria N°2 Consejo Provincial de Educación;Estado;Provincial;Institución educativa;Centro de Formación Profesional Agropecuaria N°2 Consejo Provincial de Educación;Centro de Formación Profesional Agropecuaria N°2 Consejo Provincial de Educación;beneficiario;263;2016;COFECyT;ASETUR;NEUQUÉN;Fortalecimiento del circuito de interpretación en producción de agroalimentos;Turismo; $ 66,653 ; $ 33,326 ;2
51;0051-1;1;Centro Educativo para la Producción Total N° 2;Público-comunitario;Provincial;Institución educativa;Centro Educativo para la Producción Total N° 2;Centro Educativo para la Producción Total N° 2;beneficiario;2626;2013;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Tecnología para la mejora de la calidad de agua utilizada para consumo humano y actividades productivas primarias de la comunidad rural de San Andrés de Giles.;Hábitat Social; $ 18,783 ; $ 9,392 ;2
52;0052-1;1;Comunidad Indígena “El Angosto de Yacoraite”. Personería jurídica 0024663;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Indígena “El Angosto de Yacoraite”. Personería jurídica 0024663;Comunidad Indígena “El Angosto de Yacoraite”. Personería jurídica 0024663;beneficiario;2828;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;Desarrollo del Plan de Ordenamiento Territorial para la Meseta de Yacoraite, Provincia de Jujuy. Cartografías de la Memoria Social.;Hábitat social; $ 12,347 ; $ 6,173 ;2
53;0053-1;1;Consejo Provincial de Educación. Centro de Formación Profesional Agropecuaria N° 2;Estado;Provincial;Gobierno provincial;Consejo Provincial de Educación. Centro de Formación Profesional Agropecuaria N° 2;Consejo Provincial de Educación. Centro de Formación Profesional Agropecuaria N° 2;beneficiario;431;2017;COFECyT;PFIP ;NEUQUÉN;Innovación en los procesos productivos de las unidades demostrativas productivas de agroalimentos;Desarrollo productivo local; $ 177,572 ; $ 88,786 ;2
54;0054-1;1;Cooperativa 12 Olivos Limitada ;Comunidad;Cooperativa;Cooperativa agraria;Cooperativa 12 Olivos Limitada ;Cooperativa 12 Olivos Limitada ;beneficiario;1001;2010;COFECyT;ESPRO ;CATAMARCA;Desarrollo, construcción y operación de una clasificadora de aceitunas por carriles móviles verticales.;Desarrollo productivo regional; $ 430,080 ; $ 215,040 ;2
55;0055-1;2;Cooperativa 22 de Mayo de trabajo limitada;Comunidad;Cooperativa;;Cooperativa 22 de Mayo de trabajo limitada;Cooperativa 22 de Mayo de trabajo limitada;beneficiario;2984;2012;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CABA;Reactivación de líneas productivas mediante el diseño y producción de bastones de aluminio, en vías de la sustitución de importaciones.;Diseño; $ 18,949 ; $ 6,316 ;3
55;0055-1;2;Cooperativa 22 de Mayo de trabajo limitada;Comunidad;Cooperativa;;Cooperativa 22 de Mayo de trabajo limitada;Cooperativa 22 de Mayo de trabajo limitada;beneficiario;3028;2014;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CABA;Optimización del proceso productivo en IMPA: mejoras en ergonomía, productividad y seguridad e higiene en el sector prensa.;Diseño; $ 15,464 ; $ 5,155 ;3
55;0055-2;2;IMPA;Comunidad;Cooperativa;Cooperativa de trabajo;IMPA;IMPA;beneficiario;2984;2012;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CABA;Reactivación de líneas productivas mediante el diseño y producción de bastones de aluminio, en vías de la sustitución de importaciones.;Diseño; $ 18,949 ; $ 6,316 ;3
55;0055-2;2;IMPA;Comunidad;Cooperativa;Cooperativa de trabajo;IMPA;IMPA;beneficiario;3028;2014;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CABA;Optimización del proceso productivo en IMPA: mejoras en ergonomía, productividad y seguridad e higiene en el sector prensa.;Diseño; $ 15,464 ; $ 5,155 ;3
56;0056-1;1;Escuela 6253 José de San Martín;Estado;Provincial;Institución educativa;Escuela 6253 José de San Martín;Escuela 6253 José de San Martín;beneficiario;2774;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SANTA FE;Mejora en la eficiencia energética de los sistemas de cocción comunitarios de bajos recursos.;Hábitat Social; $ 3,943 ; $ 1,971 ;2
57;0057-1;2;Escuela de Educación Media Número 2 “Arturo Jauretche”;Estado;Provincial;Institución educativa;Escuela de Educación Media Número 2 “Arturo Jauretche”;Escuela de Educación Media Número 2 “Arturo Jauretche”;beneficiario;2924;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;Alternativa sustentable para el control biológico de vectores de enfermedades en reservorios de agua a través peces nativos.;Salud; $ 39,680 ; $ 13,227 ;3
57;0057-2;2;Del Sur a la Victoria;Comunidad;?;Organización social;Del Sur a la Victoria;Del Sur a la Victoria;beneficiario;2924;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;Alternativa sustentable para el control biológico de vectores de enfermedades en reservorios de agua a través peces nativos.;Salud; $ 39,680 ; $ 13,227 ;3
